barrage	keyword
感谢 嘴脸优势 送的1个七夕礼盒么么哒!/{66	行为6-快递
/{fe跟我一样人体描边	行为10-菜
鱼塘炸鱼没意思	行为7-炸
动不动把子弹袋拿着干什么	子弹类
翻译一下轰炸区刚刚说了什么	行为7-炸
下把后十上车	陆地载具
悲喜就是一个炸鱼汤的	行为7-炸
喜子不死，全是盒子	行为6-快递
求上车	陆地载具
把三级头搁后备箱带走	头盔
凌晨三点的恐惧就是把把落地成盒？！	行为6-快递
八倍镜拿出来	附加武器
别人送车 你送快递	行为6-快递
隔壁有船袜	海上载具
以后.搞个五个牌子10级上车打折	陆地载具
让你别放这bgm 成盒了叭	行为6-快递
还是炸鱼塘比较有意思。	行为7-炸
开车/{zc	陆地载具
开！新晋小司机在此，翻车纯属正常，勿怪。	陆地载具
小姐姐   带我上车吧	陆地载具
免费上车一辈子	陆地载具
开车就上去/{hx/{hx	陆地载具
炸鱼王陈子豪？	行为7-炸
跟我成盒的姿势一毛一样	行为6-快递
今天怎么没人上车的	陆地载具
刷什么能上车？	陆地载具
你已进入轰炸区	行为7-炸
无关车技，都是套路	陆地载具
不要开车！	陆地载具
飞天摩托车	陆地载具
留5.56子弹干什么呢？	子弹类
我怀疑你开车，但没证据	陆地载具
三级头换2级？	头盔
左右晃得厉害就用个拇指握把	附加武器
炸鱼崩了	行为7-炸
怎么开车载音乐	陆地载具
看你怎么成盒	行为6-快递
开车开车，一天就知道开车	陆地载具
保镖开播了文哥	身份2-队友
那个可以打爆3级头呢	头盔
不是红点	附加武器
开车峰哥封你	陆地载具
谢谢大家礼盒	行为6-快递
花式送快递	行为6-快递
感谢 大魔王 小可爱送的1个七夕礼盒亲亲抱抱/{sh	行为6-快递
感谢安℡然送的1个礼盒/{sh	行为6-快递
四号的开车技术叫稳你的开车技术叫漂	陆地载具
反身一镰刀	近战武器
房管，摩托车得战歌叫什么	陆地载具
感谢 榜一沐橙的Xx 的1个七夕礼盒/{xh	行为6-快递
其实巴西车技秀的没毛病，泰国猛男血皮	陆地载具
新二级头哎	头盔
老司机……	陆地载具
感谢 小酷 宝宝送的1个礼盒真的是厉害/{xd	行为6-快递
上车的钱去点繁陪陪的单	陆地载具
盒子精盒子精盒子精盒子精盒子精	行为6-快递
我一进来就发现你在开车	陆地载具
落地成盒	行为6-快递
没事你活着的时候不会炸你 只会炸你盒子	行为6-快递
4个盒子精	行为6-快递
还有一个轻型握把	附加武器
不愧是保镖啊	身份2-队友
扔手雷biubiubiu	投掷道具
你还缺少一辆摩托车	陆地载具
怎么上车呀	陆地载具
握把没拿	附加武器
这把成盒子	行为6-快递
经举报某主播在直播的时候当众开车，今以带回警局拘留十五天/{jx	陆地载具
开车无疑了	陆地载具
在开车	陆地载具
现在摩托车改的，又会翘头又会压弯的。	陆地载具
你天天炸鱼，还说别人	行为7-炸
12月好穷呀，才一级头	头盔
这两男的 不停的开车啊	陆地载具
腰射一定要在开车时按F健才会触发腰射/{jx	陆地载具
保镖，百色去百色能请我吃饭吗？	身份2-队友
这货开局挺过五分钟就能打下去，开局成盒几率贼高	行为6-快递
老板三级头没了	头盔
好车技	陆地载具
我也想上车/{fe	陆地载具
上面有一个摩托车啊	陆地载具
感谢我布衣的礼盒，爱你	行为6-快递
楼顶二级头你咋看的	头盔
刚刚小黑盒看见一个虎牙ID的玩家，单排6009分了。	行为6-快递
这是开车了吗	陆地载具
二级头不换？	头盔
欢迎默不作声进来的大郎该喝药了	药品
1号大傻子不会吃药吗？	药品
开车的妹子漂亮	陆地载具
会不会落地成盒	行为6-快递
我的天，感谢大哥的七夕礼盒	行为6-快递
叫神秘商人开车过来	陆地载具
感谢韩冷送的1个七夕礼盒/{sh	行为6-快递
吾疑汝开车狂飙之 然无据以示众！	陆地载具
把把天命圈打啥	行为3-跑圈
乖哥我帮你联系好人了，凌晨坐船去越南吧	海上载具
我怀疑你们在开车	陆地载具
房间里有个一级头	头盔
全息？？？	附加武器
感谢 ꧁༺遇༒见༻꧂【至尊宝】唯宠宝儿 大佬送的1个礼盒辛苦…	行为6-快递
不是上保镖是给别人当保镖	身份2-队友
落地成盒会掉分吗主播	行为6-快递
礼物感谢：感谢我银河之力送出的七夕礼盒/{xd	行为6-快递
你这队友真菜	行为10-菜
开车吗小姐姐开车吗小姐姐	陆地载具
红点跟侧瞄一样的	附加武器
钦钦，是不是2:00准时上车？	陆地载具
有盒子地上	行为6-快递
我是红点	附加武器
几号盒子阿斯	行为6-快递
3号点 好多5.56子弹	子弹类
巴西那个直接开车冲到圈外  毒死了	陆地载具
八倍镜要不要？要要！救我！/{dx/{dx	附加武器
大型翻车现场哈哈哈	陆地载具
蓄谋已久，开车的时候扔了雷，救人扔火。你看看	陆地载具
开车换位杀人，也就是虎牙来的那个老外，还连杀两	陆地载具
昨晚22杀吃鸡刺激吗？？各位喷子粉丝/{kx 开车三连杀	陆地载具
谢谢七夕礼盒/{jx	行为6-快递
直角握把	附加武器
三个优秀的快递员	行为6-快递
丫头你喜欢用全息？？？	附加武器
感谢Q人w送的1个礼盒/{sh	行为6-快递
一级头好难啊	头盔
关机那就肯定翻车了	陆地载具
上车能玩多久啊	陆地载具
开车真赖孙子	陆地载具
盒永生哪去了？盒永生哪去了？盒永生哪去了？盒永生哪去了？	行为6-快递
感谢我顧98的礼盒，么么哒/{sh	行为6-快递
好的 我带孟宝去送快递了	行为6-快递
在不让他上车，我睡了	陆地载具
感谢何苦送的5个礼盒/{sh	行为6-快递
真校霸	行为12-战神
感谢 鸿jun-告白confesslon 送的1个礼盒么么哒…	行为6-快递
炸鱼塘吧哥	行为7-炸
天命圈也是白给。	行为3-跑圈
感谢 独一无二的小虎牙 送的1个礼盒么么哒!/{66	行为6-快递
七夕盒子 给我300虎粮	行为6-快递
第一人称视角巴掌大的三级头	头盔
开车了吗/{hx/{hx/{hx	陆地载具
可以跑毒啊/\	行为3-跑圈
红点AK 这时候战斗力爆表	附加武器
坐车顶/{tx	陆地载具
来不及解释了，快上车	陆地载具
红点是哪个	附加武器
不可以开车	陆地载具
300斤上车，垫了一下	陆地载具
唉呀，开车	陆地载具
我摩托车比这声音好听	陆地载具
3级头好可爱，萌萌哒	头盔
穷，卖摩托车了。。。	陆地载具
有二级头	头盔
我怀疑你在开车，但没证据	陆地载具
一个8倍镜  你能背到游戏结束了！！！！	附加武器
喷子，全家让我开车撞死了，稀碎	陆地载具
这个车技，我的天...	陆地载具
摩托车飞上去	陆地载具
保安没怎么你啊	身份2-队友
保镖喊你上班	身份2-队友
死于三倍镜	附加武器
一个盒子出舰队	行为6-快递
十个血瓶上车	陆地载具
表演车技	陆地载具
精致手榴弹哈哈	投掷道具
你怎么开车的？	陆地载具
三级头	头盔
感谢 开心就好 宝宝送的1个礼盒真的是厉害/{xd	行为6-快递
谢谢北纬的礼盒！	行为6-快递
没事，可乐没了，还有止痛药	药品
谁知道保镖的直播间是哪个？麻烦说一下	身份2-队友
就找包，打包别跑毒了	行为3-跑圈
感谢 清风明月晓星尘 小可爱送的1个礼盒亲亲抱抱/{sh	行为6-快递
感谢 阿天-告白confesslon 小可爱送的20个礼盒亲…	行为6-快递
死于开车	陆地载具
带三角握把	附加武器
我怕上车了，我能气哭你	陆地载具
成盒×3	行为6-快递
老婆你的红点远距离对枪距离过远了，你要练一练运动中换四倍对枪	附加武器
一号光喝饮料	药品
红点slr	附加武器
魔法书永久上车吗	陆地载具
恭喜虎牙第一小美女  跑毒致死	行为3-跑圈
开车了？	陆地载具
四小天盒	行为6-快递
一元一个礼盒	行为6-快递
开车啊	陆地载具
盒盒盒憨笑	行为6-快递
落地成盒稳了	行为6-快递
谢谢 夜尽、天明 的 礼盒╰⋛越是有感情·礼物不要停⋚╯/{hx	行为6-快递
感谢Nic3-萌面大婶的礼盒，爱你	行为6-快递
感谢 Yu1197 小可爱送的1个七夕礼盒亲亲抱抱/{sh	行为6-快递
开车？	陆地载具
红点九八k来一把，艾美丽	附加武器
开车冲了	陆地载具
我怀疑你在开车，但是我没有证据	陆地载具
落地成盒就流局，早说过的。。。。	行为6-快递
折腾我送个礼盒给你，你收不？	行为6-快递
开船他们不爽	海上载具
感谢 豆子 送的1个礼盒么么哒!/{66	行为6-快递
天命圈啊	行为3-跑圈
表姐车技好	陆地载具
第一把就天谴圈⭕，我炸了！	行为3-跑圈
18才能学开车	陆地载具
单排 找无人跳的地方发育 吃毒 开车进圈 送死 存存好A	陆地载具
我要上车	陆地载具
6倍镜 步枪。。。	附加武器
你在开车	陆地载具
落了一下午的盒了哈哈哈	行为6-快递
m24 6倍镜不拿嘛	附加武器
在轰炸圈里喊，万花丛中过，片叶不沾身	行为7-炸
你没饮料止痛药呀	药品
都坐车吗？	陆地载具
？？？ 开车	陆地载具
八倍镜啊！	附加武器
车是用来送快递的	行为6-快递
一顿操作猛如虎，一看战绩人体描边大师/{tx	行为10-菜
感谢 记忆犹存 送的1个七夕礼盒么么哒!/{66	行为6-快递
咋把把天谴圈	行为3-跑圈
南南  最近盒子ok不ok	行为6-快递
盒盒盒盒盒盒盒	行为6-快递
果然成盒了	行为6-快递
开车了 大家注意	陆地载具
给他家炸了谁知道他家坐标我找人开轰炸机去把他家都炸了	行为7-炸
谢谢梦痕大魔王送的1个礼盒/{sh	行为6-快递
让队友给点小药啊	药品
二级头都不要牛皮	头盔
快变盒子，不要耽误我赢豆豆	行为6-快递
装甲车的胎不能打么	陆地载具
保安 好	身份2-队友
那轻型握把呢	附加武器
你们别动不动就想开车	陆地载具
告白的小迷弟 的 七夕礼盒 ，阿尼哈撒哟~	行为6-快递
头上树下	行为10-树
顺丰快递金牌快递员	行为6-快递
二级头都不要 的确不舒服了	头盔
月叔盒子精	行为6-快递
主播我想上车，带上我你也一样是单人四排	陆地载具
下次开车低调点	陆地载具
枪皮肤都没有，天天小号炸鱼	行为7-炸
我怀疑你们在开车，而且有证据	陆地载具
只能装一个握把	附加武器
恭喜 [金牌快递员迈克王] 狗牌提升至8级/{sh	行为6-快递
刚才我呀6杀 摩托车摔死的是你俩吗	陆地载具
坐等开盒子吃低保	行为6-快递
你天天跑毒	行为3-跑圈
谢谢礼盒，谢谢HanMQ	行为6-快递
我开礼盒一直在血亏	行为6-快递
又开始开车了	陆地载具
蟹蟹 以后未来 送的七夕礼盒~~~/{gl	行为6-快递
开车回来了	陆地载具
摩托车 🏍️ 恐怖	陆地载具
我怀疑你们在开车，但是我没有证据	陆地载具
好的3级头	头盔
新号炸鱼？	行为7-炸
天谴圈 泰国都吃鸡	行为3-跑圈
感谢 小哥才子 宝宝送的1个礼盒真的是厉害/{xd	行为6-快递
握把不装上去，丢了？	附加武器
每次来你都开车	陆地载具
上树上树	行为10-树
开车啦	陆地载具
盒子装傻	行为6-快递
我怀疑你开车	陆地载具
摩托车不扫？？？	陆地载具
钢枪不敢刚  别人开车走 打黑枪	陆地载具
3级头能一枪爆掉？	头盔
三级头扔哪了？哈哈哈	头盔
握把没拿	附加武器
成盒子了	行为6-快递
负责任的快递员，还在揽件	行为6-快递
耐盒子/{tx/{tx/{tx	行为6-快递
萎神今天没吃药起不来萎神今天没吃药起不来萎神今天没吃药起不来	药品
等了这么久，进去落地成盒就搞笑了	行为6-快递
老司机？？？	陆地载具
哈哈哈怎么上车了	陆地载具
直接买一个礼盒还是拆盒？	行为6-快递
翻车啦	陆地载具
感谢 榜十韩、小帅 ，谢谢10个七夕礼盒	行为6-快递
保镖厉害你不厉害	身份2-队友
感谢 埋没-告白confesslon 送的1个七夕礼盒么么哒…	行为6-快递
OMG拿冠军那一次是运气加技术拿的，每一把都不用怎么跑毒	行为3-跑圈
沙漠草地吉利服，夜空中最亮的星	防具
男人上车	陆地载具
这把，估计又要落地成盒	行为6-快递
有的 我朋友一个礼盒中了	行为6-快递
你装的直角握把	附加武器
炸鱼一样	行为7-炸
谢谢柠檬的礼盒	行为6-快递
八倍镜	附加武器
用我20斤肉换中国队天命圈 圈来圈来	行为3-跑圈
和拉*龙去炸鱼汤局，挂少	行为7-炸
以前我扔手榴弹也是喊着扔	投掷道具
全息带着啊，	附加武器
感谢榜八白羊丶【挚爱樱桃】送的19个礼盒,么么哒(✪ω✪)/{zan	行为6-快递
礼盒不好，用其他的	行为6-快递
专心开车	陆地载具
欢迎 枫林晚丨老司机 大佬降临，点个订阅呗/{66	陆地载具
今天 我打雪地 把把三级头	头盔
感谢这个冬天不太冷送的礼盒。	行为6-快递
开车了开车了	陆地载具
怪不得老王说你不配评论他车技	陆地载具
感谢 峰回路转 的10个七夕礼盒，大哥有钱	行为6-快递
压枪用什么握把？	附加武器
哈哈哈哈哈哈盒盒盒哈哈哈哥哥	行为6-快递
盒子精/{fe/{fe/{fe/{fe/{fe	行为6-快递
开车？	陆地载具
送快递贼专业	行为6-快递
天天开车	陆地载具
摩托车刷新率高点	陆地载具
百分之九十凉了，除了开船	海上载具
摩托车	陆地载具
感谢糯米丸送的10个礼盒/{sh	行为6-快递
这么菜还好意思要三级头	头盔
吃药	药品
等一个轰炸	行为7-炸
康桑哈咪哒，谢谢洒脱v锋，谢谢礼盒	行为6-快递
第一人称开车舒服	陆地载具
感谢 真在起跑 大佬送的1个礼盒辛苦大哥的小手!/{yb	行为6-快递
这个主播重来不穿吉利服	防具
喜子，什么时候不炸鱼塘啊	行为7-炸
炸鱼一威四去吧，好玩点	行为7-炸
别人都摩托车探点，你们皮卡探点	陆地载具
大宝开车开的好突兀啊	陆地载具
每次看到跟班玩就想去开一把，然后落地成盒又回来看直播了	行为6-快递
为啥有三级头	头盔
小哥哥我要98k和八倍镜	附加武器
怎么一直天谴圈啊，真的无语😓	行为3-跑圈
20个血瓶上车呀	陆地载具
开车，开车	陆地载具
肥龙抽了1天3盒牛毕	行为6-快递
老二今天没洗头  以为带了个三级头	头盔
我家楼下超市36一盒！！	行为6-快递
保镖好难啊	身份2-队友
感谢 咳咳 ，谢谢1个七夕礼盒/{dg	行为6-快递
新手建议直接送快递，	行为6-快递
感谢各位大大的礼盒哟	行为6-快递
刚才房间枪补  红点	附加武器
下吧成盒	行为6-快递
轰炸区炸死～	行为7-炸
啥时候出公告要取消红点全息的？	附加武器
没耐心  这个要先观察保安的路线的	身份2-队友
保镖我第一次在虎牙花钱！你能不能谢谢我	身份2-队友
朱上树	行为10-树
老七要给小姐姐8倍镜	附加武器
哥跑毒吧	行为3-跑圈
仙法·终极人体描边术	行为10-菜
m24无视二级头	头盔
轰炸区	行为7-炸
康桑哈咪哒，谢谢发酒疯酒精，谢谢礼盒	行为6-快递
继续跑毒	行为3-跑圈
四个盒子都在这了啊/{jx	行为6-快递
3级头变1级头哈哈哈	头盔
天命圈 🐔定了￼	行为3-跑圈
干嘛不开车啊	陆地载具
一言不合就开车？	陆地载具
全图轰炸区	行为7-炸
谢谢 小开哥 的 七夕礼盒╰⋛越是有感情·礼物不要停⋚╯/{hx	行为6-快递
谢谢方总的礼盒/{sh	行为6-快递
可怜一下 安盒子	行为6-快递
感谢 字句如酒 送的1个七夕礼盒么么哒!/{66	行为6-快递
4am 天命圈	行为3-跑圈
感谢别致的苏生送的10个礼盒/{sh	行为6-快递
我看到保安了～!	身份2-队友
来个装甲车	陆地载具
可以上车吗	陆地载具
你好像不喜欢红点，喜欢2倍镜	附加武器
感谢 大同车之友汽车维修 宝宝送的1个七夕礼盒真的是厉害/{xd	行为6-快递
你又开车	陆地载具
跑毒小王子	行为3-跑圈
吉利服。。。	防具
谢谢礼盒，谢谢小猫/{hh	行为6-快递
想当年打三级头一枪99	头盔
康桑哈咪哒，谢谢@.@，谢谢礼盒	行为6-快递
怀疑你在开车	陆地载具
你不是一直在开车吗？	陆地载具
感谢 艾斯利 送的1个礼盒么么哒!/{66	行为6-快递
绝地跑圈	行为3-跑圈
感谢莎莎、为了守护你送的30个七夕礼盒/{sh	行为6-快递
对面三级头啦	头盔
死于眼瞎看不到好的二级头	头盔
有人模仿你 还翻车了	陆地载具
翻译跟他开车吗？	陆地载具
车技也不咋的	陆地载具
不开车？？	陆地载具
他的界面什么模式，空投蓝烟和轰炸圈黄色？	行为7-炸
说了你落地成盒你还不信	行为6-快递
决赛圈开车还有谁	陆地载具
宝宝今天炸鱼算了，昨天看的难受。昨天感觉你都快哭了	行为7-炸
他要上车吧	陆地载具
今天上车可能要挨骂，做好心里准备/{jx/{jx/{jx	陆地载具
求你能别炸鱼吗。。。这样新手怎么玩	行为7-炸
熬夜炸鱼苗主播关注了	行为7-炸
你是动不动就开车好吧	陆地载具
明天，又开车	陆地载具
感谢 瑾邪-告白confessIon 大佬送的1个七夕礼盒辛…	行为6-快递
保镖被水呛到了	身份2-队友
难道不是你喝饮料嘛	药品
我的天，感谢大哥的七夕礼盒	行为6-快递
盒子精	行为6-快递
全息不会打了  我还玩了2500个小时	附加武器
刚刚握把	附加武器
感谢w送的1个礼盒/{sh	行为6-快递
啥时候拿驾照 啥时候去上车牌	陆地载具
还有装甲车	陆地载具
三级头扔了	头盔
蟹蟹 小宇y* 送的礼盒~~~/{hx	行为6-快递
要死在摩托车上	陆地载具
三个盒子，嗯不是小海杀的	行为6-快递
让他们送个盒子	行为6-快递
六倍镜	附加武器
二级头抗了一枪	头盔
三级头消音器	头盔
吉利服怎么不穿	防具
不拿吉利服退订	防具
来我们一起开车吧	陆地载具
跑毒跑死	行为3-跑圈
把把落地成盒	行为6-快递
10场比赛就一个天命圈，别喷了	行为3-跑圈
这移动骨灰盒	行为6-快递
这个图三级头这么少吗	头盔
需要我上车解救你吗，小弟	陆地载具
还不把摩托车留下	陆地载具
俊哥就是不抽盒子拉的	行为6-快递
兄弟们 摩托车 细节	陆地载具
送快递了	行为6-快递
全靠三级头	头盔
开船的心态崩了	海上载具
大妈，今晚上不上车？？？？？？	陆地载具
美国天命圈	行为3-跑圈
车技可以啊，憨憨	陆地载具
我不太喜欢那些炸鱼的主播，从来都不看	行为7-炸
开车还有机会的	陆地载具
不控圈也打不过 又不是跑毒被卡死的？？	行为3-跑圈
三级头在破也可以挡一枪89k	头盔
八倍镜要不要	附加武器
小野驴要上车	陆地载具
问你有没有船长	海上载具
告诉蓝战非 马小跳有八倍镜	附加武器
非要别人上车/{fe/{fe	陆地载具
开车时候把车炸了	陆地载具
感谢 流年似水 的1个七夕礼盒，大哥有钱	行为6-快递
b公子今天是没吃药吗？	药品
大师 上车吗	陆地载具
4连盒！	行为6-快递
难得的落地成盒	行为6-快递
四连盒ing	行为6-快递
全息开镜快一点	附加武器
康桑哈咪哒，谢谢Muc丶非凡，谢谢七夕礼盒	行为6-快递
拿三级头	头盔
天命圈对面毒死	行为3-跑圈
上车开空调啊  暖风  上车开空调啊  暖风 上车开空调啊	陆地载具
翻译:我求你不要落地成盒了	行为6-快递
感谢大白的礼盒，么么哒	行为6-快递
那人是开车进去的那个	陆地载具
老司机要开车喽！	陆地载具
欢迎 人体S描边 入座	行为10-菜
炸鱼	行为7-炸
人家想要你吉利服	防具
这货容不得别人打他 特别是开车的时候 下车就是干	陆地载具
拇指握把开镜快一点，三角压枪比垂直更稳	附加武器
缺个二级头	头盔
感谢 清风丶潇潇 的20个礼盒	行为6-快递
美国天谴圈吃鸡	行为3-跑圈
没有红点，全息	附加武器
举报你直播在开车。证据确凿/{hx/{bk	陆地载具
准备骗三级头	头盔
我要上车  1314荧光棒 是不我去充钱	陆地载具
感谢老铁上车了	陆地载具
这集我看过，死在跑毒里	行为3-跑圈
你在开车	陆地载具
开车？？？？	陆地载具
子弹袋都不要	子弹类
一级头完了，有菜鸟阴着	头盔
暴躁巴西老哥在线秀车技。	陆地载具
我怀疑你在开车,但是我没有证据	陆地载具
感谢7911丶晚秋不晚送的6个礼盒,么么哒(✪ω✪)/{dx	行为6-快递
差不多就行了，做个快递员挺好的	行为6-快递
用八倍镜看	附加武器
一波操作猛如虎，最后死在天谴圈	行为3-跑圈
轰炸死了	行为7-炸
难得一个天命圈，结果是城战，拿不了人头	行为3-跑圈
血瓶上车	陆地载具
欢迎这个快递员	行为6-快递
老司机声音好好听	陆地载具
你要不要换个握把	附加武器
六倍镜不要	附加武器
翻车了	陆地载具
开始开车了	陆地载具
在线开车	陆地载具
炸鱼塘呢？	行为7-炸
抽礼盒巴适呀/{jx	行为6-快递
还有个好的3级头在外面	头盔
摩托车油加了再说	陆地载具
知道什么叫天命圈?脑子呢	行为3-跑圈
狗嫖 带九九吃鸡 开200礼盒	行为6-快递
又在跑毒，每次看你都在跑毒。	行为3-跑圈
保镖已安排	身份2-队友
保镖直播间多少	身份2-队友
保镖已经就位	身份2-队友
车技	陆地载具
又翻车了	陆地载具
那里有个三级头	头盔
我有轰炸软件	行为7-炸
2点下班，能上车不	陆地载具
请问这里是表演花式翻车的拉风龙直播间吗？	陆地载具
洋气黄在酒吧播被保安打了/{fe	身份2-队友
摩托车进圈了啊	陆地载具
全息碎影	附加武器
还是保安亭安全	身份2-队友
保镖   是哪个直播间	身份2-队友
说有船的是几号啊	海上载具
三级头被偷了	头盔
这个吉利服/{zan	防具
保镖怎么不露脸？	身份2-队友
上把天命圈还不是废了？？	行为3-跑圈
玩的好一身灰，玩不好一盒灰	行为6-快递
最近盒子不大行	行为6-快递
每次都要跑圈，就没一次跳中天命	行为3-跑圈
能上车吗？	陆地载具
开车绕后	陆地载具
我的天这么多盒子	行为6-快递
落地成盒主播关注了	行为6-快递
八倍镜打知了啊，干嘛呢	附加武器
跑圈了	行为3-跑圈
开船就进圈了	海上载具
八倍镜看看	附加武器
开车？！	陆地载具
是你要上车吗小姐姐	陆地载具
私人保镖，不是保安	身份2-队友
为啥sks装红色的握把	附加武器
二级头。	头盔
装甲车看到测试193发56才能爆炸/{gd/{gd/{gd	陆地载具
感谢 613、名誉 送的1个礼盒么么哒!/{66	行为6-快递
来辆装甲车啊	陆地载具
成盒了	行为6-快递
感谢刷屏礼盒	行为6-快递
叫保镖呀	身份2-队友
欢迎 我要上车游戏 大哥，卡个小牌牌呗/{yb	陆地载具
怎么他就蹭上车了	陆地载具
咋翻车的？	陆地载具
油桶那有个二级头	头盔
感谢 Ar1丶久伴Jing 送的20个礼盒么么哒!/{66	行为6-快递
保镖就是刚啊	身份2-队友
能上车不？	陆地载具
不开车呀	陆地载具
下面的盒子 还有消音	行为6-快递
蟹蟹 小宇y* 送的礼盒~~~/{sh	行为6-快递
你好像和保镖一局了	身份2-队友
完了，这个男人拿到了摩托车	陆地载具
小海在哪里干保安	身份2-队友
让水友跑跑圈	行为3-跑圈
快坐车啊	陆地载具
保镖是百色的？	身份2-队友
以前XYG在这收过路费才牛	行为6-封路
老托今晚你吃药了，下播要好好此后大花	药品
我有个锤子握把	附加武器
送一个礼盒盒	行为6-快递
小黑盒	行为6-快递
感谢 关羽儿 小可爱送的20个七夕礼盒亲亲抱抱/{sh	行为6-快递
有船来了=稳了=压输=致富	海上载具
开始送快递	行为6-快递
刚刚有人开装甲车捡空投	陆地载具
不开车开飞机	陆地载具
哈哈哈哈哈    方向跑毒	行为3-跑圈
刷礼物上车咯	陆地载具
感谢小迷弟的好多好多礼盒	行为6-快递
我怀疑你在开车跟我走一趟	陆地载具
吃药吃药	药品
描边大师	行为10-菜
保镖直播间疯了	身份2-队友
开车拉过去	陆地载具
三级头打坏了	头盔
红点98K天下无敌i ｡╯ω╰｡欢迎欢迎·日久生情❥/{dg	附加武器
好吧，现在不能上车对吧	陆地载具
乱开车……	陆地载具
康桑哈咪哒，谢谢 怪我念旧@！ ，谢谢10个七夕礼盒	行为6-快递
文家铁骑-夕阳：谢谢涛哥的礼盒/{gl	行为6-快递
太准了，2级甲2级头瞬间空了	头盔
盒勇练AK啊  刚才微博86红点AK100米秒了旺哥三级套	附加武器
感谢老板礼盒	行为6-快递
感谢 淡忘 小可爱送的1个七夕礼盒亲亲抱抱/{sh	行为6-快递
上小姐姐，上保镖	身份2-队友
感谢 我榜认真 ，谢谢1个七夕礼盒	行为6-快递
没人上车的嘛。。。	陆地载具
保镖跳皮卡多	身份2-队友
上车	陆地载具
装甲车来了	陆地载具
都出装甲车了啊	陆地载具
感谢 樂輴饗䰀皧鑈 送的1个礼盒么么哒!/{66	行为6-快递
看来各位都是老司机了右边秒满	陆地载具
我前几天匹配到你了，你下去就落地成盒了。记得我不你第一句话我	行为6-快递
红点不要呀？	附加武器
好厉害的主播把把落地成盒	行为6-快递
快递员 nice	行为6-快递
落地成盒	行为6-快递
老司机？？	陆地载具
一群快递员，就叫6了？？	行为6-快递
昨天有人中盒子/{yw/{yw/{yw	行为6-快递
保镖：18948637	身份2-队友
大家给保镖大镖客直播间点点订阅	身份2-队友
有三级头，要是满血人的，除了awm什么枪一枪都打不倒好吧	头盔
快去拿个一级头 无敌的	头盔
感谢 努尤. 送的20个礼盒么么哒!/{66	行为6-快递
队友都死了。还苟活着	行为2-苟
你想开车啊	陆地载具
盒子精	行为6-快递
我在鱼塘炸鱼我很快乐/{dx/{dx/{hx	行为7-炸
感谢 番薯-告白confessIon 送的1个礼盒么么哒!/{66	行为6-快递
轰炸	行为7-炸
我要上车	陆地载具
王者保镖，青铜渣渣文	身份2-队友
谢谢礼盒，谢谢社会我榜四马大大的春天	行为6-快递
喊保镖	身份2-队友
开车不安全	陆地载具
突然就开车	陆地载具
开车都不会开，到处撞草堆，一看就新手操作，老手挂	陆地载具
我怀疑这胖子在开车！可是没有证据/{hx	陆地载具
开车	陆地载具
8倍镜‘’	附加武器
刚刚忘记了开盒子了/{dk	行为6-快递
又是新号，炸鱼塘	行为7-炸
咱们开车真让人纠结呀	陆地载具
改吃药了大郎！	药品
这把吃鸡我开车撞台风	陆地载具
天命圈？	行为3-跑圈
人形轰炸机	行为7-炸
这一个礼盒巨赚	行为6-快递
没有握把还这么稳	附加武器
开车绕圈别带他	陆地载具
感谢 还是学不会 ，谢谢1个七夕礼盒	行为6-快递
开车劫道去啊	陆地载具
感谢我二郎神丶楊戩的七夕礼盒/{xd	行为6-快递
红点	附加武器
三级头	头盔
看看开车在半山腰走！不死才怪	陆地载具
开车注意安全……	陆地载具
天命圈呀	行为3-跑圈
在盒勇头上	行为6-快递
哦吼~八倍镜~	附加武器
三s丢人啊，天命圈吃不了鸡就算了，还没咋杀人。	行为3-跑圈
这集我看过，落地成盒	行为6-快递
为什么带着三倍镜和六倍镜	附加武器
你们在开车，都不叫我/{gd	陆地载具
红点拉起来了	附加武器
开车来没看见	陆地载具
玩摩托车	陆地载具
刷给他自己的礼盒也算流水	行为6-快递
开车走啊	陆地载具
康桑哈咪哒，谢谢 稀泥 ，谢谢10个七夕礼盒	行为6-快递
小火车开车啦，呜呜呜呜呜	陆地载具
左侧红点是咋回事	附加武器
保镖不信	身份2-队友
哇，小朋友只会舔包，c	行为1-舔
给保镖发工资了	身份2-队友
开车竞技	陆地载具
带水友上车呗	陆地载具
你开车没人敢坐呀	陆地载具
老文：右眼全息，左眼红点	附加武器
全息	附加武器
感谢 我是最棒的、 送的1个礼盒么么哒!/{66	行为6-快递
悲喜跟保镖有一拼	身份2-队友
红点  弟弟	附加武器
阿里嘎多，感谢 阿新 ，谢谢10个七夕礼盒	行为6-快递
跑毒了	行为3-跑圈
1314礼盒？	行为6-快递
喷子挣点黑心钱回家好好吃药，下一步得癌症了	药品
啥牌摩托车啊？弄一辆开开	陆地载具
二级头	头盔
虎扑的反串节奏狗，瘦瘦的红点	附加武器
阿里嘎多，感谢王富贵，谢谢礼盒	行为6-快递
阿姨狙击（送三级头	头盔
盒里有4倍	行为6-快递
开车的是瞎子	陆地载具
轰炸机群	行为7-炸
真的  你开车上去看 不在我送你200礼盒	陆地载具
叫老王拿吉利服啊	防具
天命圈！！！！！！！！！	行为3-跑圈
感谢 看了看股份 大佬送的1个礼盒辛苦大哥的小手!/{yb	行为6-快递
